train/n_updates,train/actor_loss,rollout/ep_len_mean,time/episodes,time/time_elapsed,time/total_timesteps,time/fps,train/critic_loss,train/learning_rate,rollout/ep_rew_mean,eval/mean_ep_length,eval/mean_reward
97758,-124.1885641346807,,,,98000,,22.230887687724568,0.001,,189.2,354.8692067563534
98333,-124.50288242576397,170.22,744,803,98574,122,18.526983487973656,0.001,321.20758933999997,,
98775,-125.43939217960133,,,,99000,,26.337006563298843,0.001,,150.7,300.75662955641747
98927,-124.1129103208843,170.36,748,809,99147,122,27.49492267872158,0.001,320.81323274,,
99481,-123.96455696301582,170.5,752,813,99749,122,25.644736946008766,0.001,320.52911088,,
99840,-124.154920638235,,,,100000,,20.20540193256579,0.001,,186.0,353.48121786117554
100198,-123.66428083784125,171.75,756,819,100479,122,20.92810269937677,0.001,322.13490156999995,,
100738,-123.87001651456987,,,,101000,,19.18672405088568,0.001,,180.5,347.19865904450415
100919,-123.57601894802518,171.93,760,826,101205,122,17.395877237478015,0.001,322.96043339,,
101697,-123.15876435260384,172.47,764,831,101989,122,23.65243124718569,0.001,323.8416184099999,,
101890,-124.19002352055816,,,,102000,,18.900314298936124,0.001,,188.9,357.477575725317
102447,-122.74487072488536,172.79,768,838,102739,122,21.976554680129755,0.001,324.4219587,,
102828,-123.66334071057908,,,,103000,,26.474605154483875,0.001,,188.3,356.23565524220464
103191,-123.23299085828992,172.77,772,845,103482,122,26.61719992690616,0.001,324.59590162,,
103807,-122.66539577268205,,,,104000,,28.91365226709618,0.001,,110.0,257.69968486428263
,,170.94,776,851,104020,122,,,322.37955844,,
104330,-122.64152375944369,169.89,780,854,104617,122,25.7556253527547,0.001,321.22971832999997,,
104895,-123.16322892712009,,,,105000,,21.23693657431373,0.001,,146.7,286.3974143579602
105078,-122.91647993999979,169.14,784,861,105275,122,19.189376419359217,0.001,320.13264812,,
105446,-123.14210575184923,165.19,788,863,105633,122,21.13772531991364,0.001,313.97477491,,
105824,-122.40446332036232,,,,106000,,24.692208601503957,0.001,,87.7,198.61198984384538
,,161.55,792,866,106011,122,,,308.7088705,,
106191,-123.52541257897202,157.95,796,869,106389,122,20.40703098942535,0.001,303.53407131999995,,
106577,-123.69534267078747,154.22,800,871,106769,122,18.843996487306743,0.001,298.24685347999997,,
106859,-123.48899614050033,,,,107000,,32.003119260706804,0.001,,101.0,237.37330597043038
106960,-124.48812611897786,150.58,804,875,107153,122,21.78219513845916,0.001,292.94759409,,
107350,-122.64716084798177,147.27,808,878,107558,122,24.31312285363674,0.001,288.57874347,,
107766,-124.34923274700458,143.94,812,880,107974,122,15.258215161470266,0.001,284.0857561,,
107875,-123.72039639508283,,,,108000,,15.096967189683827,0.001,,110.7,259.23506796360016
108207,-123.69405545321378,140.87,816,884,108418,122,14.922346085041493,0.001,280.4535542,,
108644,-123.50446981753943,137.72,820,887,108847,122,14.612746801016465,0.001,276.31583261,,
108858,-122.72999350807883,,,,109000,,19.82451892332597,0.001,,101.7,228.60854297876358
109067,-123.54228012650101,134.77,824,891,109276,122,21.940976284168386,0.001,272.41167286,,
109496,-123.5845299486844,131.69,828,894,109707,122,20.125085394723076,0.001,268.36348489000005,,
109808,-123.0631266784668,,,,110000,,15.888616407760466,0.001,,104.9,233.59490578174592
109911,-123.86766530953201,132.3,832,898,110120,122,20.985072895161156,0.001,272.33560577000003,,
110354,-122.57631461403587,134.42,836,901,110564,122,22.713667408042,0.001,280.170434,,
110784,-122.88137964101938,131.28,840,904,110985,122,26.63410647401532,0.001,276.05724113,,
110886,-123.3277795829025,,,,111000,,16.485468036988202,0.001,,90.6,206.51155356764792
111179,-121.93116807937622,128.07,844,907,111381,122,16.685309370358784,0.001,271.55026404,,
111609,-122.4762164928295,126.66,848,910,111813,122,16.24011594277841,0.001,270.08431694,,
111820,-121.73442854971256,,,,112000,,26.493570894565224,0.001,,109.2,256.8590020418167
112037,-122.7465443081326,124.94,852,914,112243,122,13.323849107147357,0.001,268.03584874999996,,
112470,-122.2156719631619,122.0,856,917,112679,122,17.761067655351425,0.001,264.40179945999995,,
112799,-121.33437521415844,,,,113000,,18.209852507239894,0.001,,103.3,235.25249499082565
112903,-121.65001326340895,119.09,860,921,113114,122,12.382281246093603,0.001,260.27216238,,
113354,-121.91640256485849,115.76,864,924,113565,122,13.416550910697794,0.001,256.14197849000004,,
113793,-122.75211200379489,,,,114000,,21.03243727223915,0.001,,110.0,259.53061574697495
,,112.64,868,928,114003,122,,,252.30116927000003,,
114230,-121.10337080522017,109.59,872,931,114441,122,13.391765452306204,0.001,248.35781178000002,,
114674,-121.03740242549351,108.68,876,934,114888,122,19.767410325574446,0.001,247.28072609999998,,
114900,-122.30375644138881,,,,115000,,13.91127304773073,0.001,,114.2,264.0600643634796
115120,-120.72912736372514,107.22,880,938,115339,122,20.22377634048462,0.001,245.50348533000005,,
115587,-122.23446991484045,105.35,884,941,115810,122,14.370915531110363,0.001,243.40566838000004,,
115834,-121.63084608508694,,,,116000,,15.483701810604188,0.001,,115.5,266.40941577553747
116065,-121.58844288608483,106.43,888,946,116276,122,16.698707624485618,0.001,246.00347802,,
116542,-121.29932669987754,107.52,892,949,116763,122,27.737288375854494,0.001,248.14104006999997,,
116786,-120.26919993416207,,,,117000,,26.008541412040834,0.001,,128.2,278.08961139321326
117037,-120.2357416460591,108.71,896,954,117260,122,13.131744865448244,0.001,250.47364086,,
117558,-120.63782217843192,110.26,900,957,117795,123,18.817543636980673,0.001,253.18140908999993,,
117837,-119.93150340488978,,,,118000,,10.669530149892712,0.001,,135.1,290.98193817734716
118110,-121.0383650643485,111.95,904,962,118348,122,12.017796296867536,0.001,256.27360993,,
118652,-119.02227965397621,113.33,908,966,118891,123,12.413916575281243,0.001,258.48561343,,
118792,-120.81820940290179,,,,119000,,10.455655969892229,0.001,,129.8,283.83449046611787
119221,-119.32022094726562,114.78,912,971,119452,122,12.831172666549683,0.001,260.8184908999999,,
119800,-119.13424857887063,,,,120000,,12.306612881454262,0.001,,152.8,316.4312738776207
,,116.31,916,977,120049,122,,,263.05636061999996,,
120448,-118.5558575640668,118.85,920,981,120732,122,19.694400398285833,0.001,266.8496415,,
120812,-118.98604541354709,,,,121000,,9.604073150197888,0.001,,177.4,347.3087041079998
121155,-118.36605693018714,121.48,924,988,121424,122,18.526657506477,0.001,270.59382776999996,,
121854,-118.45818744235568,,,,122000,,13.78604670630561,0.001,,177.7,347.6500325322151
,,124.29,928,994,122136,122,,,274.69335054000004,,
122574,-118.07948871188694,127.19,932,999,122839,122,13.112558131747775,0.001,279.19293340999997,,
122740,-117.93070459940347,,,,123000,,17.3305942337197,0.001,,173.1,339.9472011089325
123280,-118.30189497574516,130.12,936,1006,123576,122,13.448891468670057,0.001,282.98706926,,
123860,-117.52483500605044,,,,124000,,15.477020289586937,0.001,,186.1,351.68341214060786
124050,-117.60915326570209,133.42,940,1013,124327,122,13.05267167969754,0.001,287.39275891,,
124801,-117.15130109285053,,,,125000,,13.299956168179737,0.001,,184.7,352.16806914806364
,,137.0,944,1020,125081,122,,,292.56460887,,
125532,-117.2969824184071,140.17,948,1025,125830,122,15.496008427305656,0.001,296.71256289,,
125731,-117.327923090771,,,,126000,,15.739521124854159,0.001,,183.8,355.7148934841156
126295,-116.70209571752656,143.34,952,1032,126577,122,11.228088665274935,0.001,300.9047991,,
126855,-116.32903982668506,,,,127000,,12.247354234967913,0.001,,187.7,358.1811824798584
127052,-116.87463717990451,146.58,956,1039,127337,122,15.372678152800816,0.001,305.11261644,,
127799,-116.98879032344608,,,,128000,,14.11126113198494,0.001,,185.2,356.0888245761395
,,149.72,960,1046,128086,122,,,309.4074812,,
128548,-116.99768243086966,152.58,964,1051,128823,122,20.474611769277583,0.001,313.08548774999997,,
128724,-116.68677408044988,,,,129000,,16.377944374626335,0.001,,185.6,345.19161860346793
129288,-117.32660186424684,155.72,968,1058,129575,122,14.736681907364492,0.001,316.77502013000003,,
129850,-116.39023270145539,,,,130000,,13.403463475165829,0.001,,183.0,345.4509434878826
130038,-116.95847945517681,158.85,972,1065,130326,122,11.784775527233773,0.001,320.62117148,,
130784,-116.93395409835013,,,,131000,,11.474890425091697,0.001,,185.2,349.8877180755138
,,161.75,976,1072,131063,122,,,324.16547355,,
131531,-116.878930166866,164.8,980,1077,131819,122,13.632230767990624,0.001,327.90281546,,
131720,-117.56068452533923,,,,132000,,9.433198733304543,0.001,,194.7,363.16850320100787
132303,-116.92725185472138,167.7,984,1084,132580,122,11.27225353827282,0.001,331.29095665,,
132857,-117.69838044137666,,,,133000,,14.186227585330155,0.001,,196.3,366.27740812897684
133041,-117.66258173403533,170.56,988,1092,133332,122,11.286396816372871,0.001,334.89760765000005,,
133822,-117.46245732258275,,,,134000,,12.168317723150698,0.001,,189.9,360.0208432734013
,,173.39,992,1100,134102,121,,,338.40099607999997,,
134574,-117.19876757170024,175.87,996,1105,134847,122,14.18080398140761,0.001,341.58919545,,
134748,-117.64236423887056,,,,135000,,10.90323685503554,0.001,,173.8,339.00261147618295
135261,-117.60065309391466,177.35,1000,1111,135530,121,13.66943836489389,0.001,343.47738309,,
135783,-118.43350050184462,,,,136000,,11.043915091620551,0.001,,173.9,340.6151106894016
135966,-117.95323405058488,178.86,1004,1118,136234,121,11.387564509944186,0.001,345.38836002999994,,
136673,-117.84376602172851,180.6,1008,1123,136951,121,10.801951073809882,0.001,347.78994686000004,,
136852,-117.7779657151964,,,,137000,,11.407603230556296,0.001,,174.6,342.54065162539484
137381,-118.24885850542047,182.0,1012,1129,137652,121,9.804153248835146,0.001,349.73213546,,
137730,-117.54459432537637,,,,138000,,12.34810767268057,0.001,,181.9,347.6863003253937
138100,-118.37570406043011,183.27,1016,1136,138376,121,16.10479172722238,0.001,351.1350065099999,,
138814,-117.98351545012399,,,,139000,,12.02009450109665,0.001,,168.6,333.0944129347801
,,183.51,1020,1143,139083,121,,,351.2619822700001,,
139503,-119.25651047869427,183.75,1024,1147,139799,121,9.608106642234617,0.001,351.47707282000005,,
139872,-118.25002829973087,,,,140000,,14.172313723453255,0.001,,162.2,330.2346903026104
140206,-117.73786198815634,183.45,1028,1154,140481,121,16.98881593554519,0.001,351.1132261,,
140897,-117.56542338881381,,,,141000,,14.050849120740946,0.001,,164.1,330.5387538194656
,,183.24,1032,1160,141163,121,,,350.93954512,,
141556,-119.02735649784908,182.41,1036,1165,141817,121,13.800437472289122,0.001,349.94373526999993,,
141879,-117.77369508743286,,,,142000,,10.209176320466936,0.001,,169.1,336.86668491363525
142207,-117.36694355010987,181.6,1040,1171,142487,121,11.196512286707481,0.001,349.15880265,,
142733,-117.05544184542251,,,,143000,,12.441910140854972,0.001,,175.3,347.5378793239594
142912,-117.62040379842122,181.16,1044,1178,143197,121,10.406380460248979,0.001,348.77712112999995,,
143615,-117.0787217276437,180.6,1048,1182,143890,121,11.683887241142136,0.001,348.23983366999994,,
143791,-117.34890252893621,,,,144000,,13.796281298453158,0.001,,183.4,355.0534791886806
144343,-117.26920613934917,180.52,1052,1189,144629,121,13.330166875675161,0.001,347.84128595000004,,
144726,-118.08472520477918,,,,145000,,17.280610619759074,0.001,,186.8,352.92980749607085
145107,-118.3205796108451,180.53,1056,1196,145390,121,13.765595565560044,0.001,347.6761091,,
145820,-118.1011699329723,,,,146000,,12.644192596163068,0.001,,177.0,344.05493561029436
,,180.14,1060,1203,146100,121,,,347.24423149,,
146544,-118.43979105742082,180.06,1064,1208,146829,121,9.780452525680834,0.001,347.2215341499999,,
146895,-118.67890064890791,,,,147000,,15.614042430213004,0.001,,187.2,355.03111146092414
147259,-118.05359718237031,179.7,1068,1214,147545,121,13.932190917181165,0.001,346.99144677,,
147830,-118.156323541071,,,,148000,,10.17760882229385,0.001,,177.8,341.43079916238787
148005,-118.11930557777141,179.67,1072,1221,148293,121,13.344328291756765,0.001,347.1587679000001,,
148736,-118.85114875206581,179.24,1076,1226,148987,121,16.084399762389424,0.001,346.9074263,,
148888,-118.58134711416145,,,,149000,,12.7022012519209,0.001,,181.0,351.6796977818012
149425,-118.40160133098733,178.97,1080,1232,149716,121,13.81790035384042,0.001,346.8438844999999,,
149786,-118.52705212761374,,,,150000,,11.113325547889845,0.001,,178.6,350.7774663567543
150150,-119.31315205891927,178.39,1084,1239,150419,121,8.98601530128055,0.001,346.42309503,,
150723,-118.15566743309819,176.31,1088,1243,150963,121,17.991354355171545,0.001,343.64695415,,
150864,-119.85456278626349,,,,151000,,13.030690321685574,0.001,,133.4,280.1347844004631
151298,-119.8497027661427,174.35,1092,1248,151537,121,14.19658579898603,0.001,341.14089162999994,,
151897,-119.44778160199728,,,,152000,,10.011822736426575,0.001,,154.1,305.1765750646591
,,173.07,1096,1254,152154,121,,,339.20086118,,
152534,-119.36860820225307,172.6,1100,1258,152790,121,13.765533400433403,0.001,338.55546806000007,,
152881,-119.29119077983655,,,,153000,,15.25301343202591,0.001,,188.5,356.41021206378934
153240,-119.80465180533272,172.82,1104,1265,153516,121,12.897979166536103,0.001,338.65971682,,
153886,-119.86317661830357,,,,154000,,15.993672217437608,0.001,,153.4,310.9456709086895
,,171.86,1108,1270,154137,121,,,337.13273908999986,,
154520,-119.52771338101091,171.3,1112,1275,154782,121,13.783131984458572,0.001,336.19353336,,
154858,-119.75522734902121,,,,155000,,11.080647292137145,0.001,,160.4,325.07577663064
155169,-118.82758036295573,170.54,1116,1281,155430,121,15.110643982097802,0.001,335.28051732,,
155828,-119.43655232020787,,,,156000,,16.61275292294366,0.001,,166.1,329.25578266978266
,,170.14,1120,1287,156097,121,,,334.76505098,,
156473,-119.75952591130763,169.33,1124,1291,156732,121,14.468131372958053,0.001,333.78148051000005,,
156797,-120.12295727613495,,,,157000,,13.974016772537697,0.001,,162.7,329.6343456447124
157118,-119.43444398161652,168.96,1128,1297,157377,121,12.654703138710616,0.001,333.27263558,,
157744,-120.1581532404973,168.32,1132,1301,157995,121,15.030428921791815,0.001,332.47542518,,
157896,-119.72443640859504,,,,158000,,13.002556538895556,0.001,,151.4,313.68440277576445
158338,-119.41616609361436,167.73,1136,1307,158590,121,17.51130048878543,0.001,331.73656369,,
158797,-120.1375161829129,,,,159000,,10.863258107558831,0.001,,146.3,306.49309757947924
158951,-118.55485822008802,167.08,1140,1312,159195,121,12.876411733689245,0.001,330.77966964,,
159524,-119.60841831690828,165.6,1144,1316,159757,121,13.935879791882021,0.001,328.84853197000007,,
159796,-120.17187522114187,,,,160000,,15.894107517988786,0.001,,137.7,297.22544835805894
160069,-120.45294245551614,164.05,1148,1322,160295,121,11.831095182112534,0.001,326.83471875000004,,
160601,-120.00780391693115,162.03,1152,1325,160832,121,17.50693404951761,0.001,324.61504533,,
160877,-121.11684576670329,,,,161000,,17.34580716656314,0.001,,139.1,300.02601941823957
161157,-120.27305079868862,160.07,1156,1330,161397,121,14.135953608580998,0.001,322.39093140000006,,
161682,-120.3843268117597,158.1,1160,1334,161910,121,8.516590016644175,0.001,320.16644182000005,,
161811,-120.74072778224945,,,,162000,,11.812246135038922,0.001,,128.6,289.1323704004288
162193,-120.77972944955977,155.83,1164,1339,162412,121,8.1962039886959,0.001,317.44869009999996,,
162678,-119.88821256160736,153.64,1168,1342,162909,121,13.594211769290268,0.001,314.86445363,,
162810,-119.45742266105883,,,,163000,,14.178621731021188,0.001,,121.8,277.0195066392422
163192,-120.52323925495148,151.29,1172,1347,163422,121,10.214048385620117,0.001,312.02545640999995,,
163712,-119.76971262151545,149.5,1176,1350,163937,121,19.837174286369148,0.001,309.85837055,,
163838,-121.00521572052486,,,,164000,,9.55120314397509,0.001,,128.4,287.6252051651478
164219,-120.99806738681481,147.23,1180,1355,164439,121,13.568660687227718,0.001,307.05263933000003,,
164721,-120.19748950395427,145.34,1184,1358,164953,121,12.066070884954733,0.001,304.69635952,,
164854,-120.5600411714013,,,,165000,,17.67295075179939,0.001,,130.2,287.31918237805365
165256,-120.20067607822703,145.24,1188,1363,165487,121,17.745017841680728,0.001,304.89141413,,
165771,-120.4957748897492,144.52,1192,1367,165989,121,15.5912673689249,0.001,304.25109247,,
165890,-120.27122522989909,,,,166000,,10.984554969963908,0.001,,123.0,283.9378493487835
166269,-120.60298281810323,143.49,1196,1372,166503,121,11.269649532974743,0.001,303.51931875,,
166796,-120.49354565143585,,,,167000,,13.24376080185175,0.001,,131.7,291.67496491074564
,,142.37,1200,1377,167027,121,,,302.3481174,,
167323,-119.56786993778113,140.4,1204,1380,167556,121,13.54996072884762,0.001,300.21945660999995,,
167833,-120.70520676832933,,,,168000,,15.68937003154021,0.001,,123.5,287.3936530351639
,,139.19,1208,1385,168056,121,,,299.2899064,,
168334,-119.53180706690229,137.79,1212,1389,168561,121,12.071880098342895,0.001,298.17063847000003,,
168848,-120.66154503455529,,,,169000,,7.95683985214967,0.001,,120.5,276.6847219526768
,,136.34,1216,1393,169064,121,,,296.52239431000004,,
169327,-120.31621124784826,134.62,1220,1396,169559,121,16.860397877813387,0.001,294.5319398,,
169839,-119.24338456450916,,,,170000,,14.691375552154168,0.001,,124.3,278.2452978551388
,,133.3,1224,1401,170062,121,,,292.96560422,,
170336,-119.73113088138768,131.74,1228,1404,170551,121,8.076170900806051,0.001,290.92985721,,
170788,-121.02090884121982,,,,171000,,9.234073264883198,0.001,,114.7,253.83743364214897
,,130.08,1232,1408,171003,121,,,288.25244433,,
171249,-120.54014173604675,128.78,1236,1411,171468,121,7.194018810482349,0.001,285.77782772,,
171696,-119.54151071820941,127.11,1240,1414,171906,121,17.036054547343934,0.001,283.15944087,,
171807,-120.01397705078125,,,,172000,,12.955173885500109,0.001,,110.9,243.21396555304528
172177,-120.1880532503128,126.35,1244,1418,172392,121,15.11149974539876,0.001,282.34696465999997,,
172620,-119.35639492970593,125.32,1248,1421,172827,121,12.684028962873063,0.001,280.53842640999994,,
172843,-118.5139235111705,,,,173000,,11.716167526659758,0.001,,115.8,267.7741531550884
173085,-120.38295007924565,124.62,1252,1425,173294,121,13.817680443205484,0.001,279.81978943,,
173536,-119.45900317600795,123.46,1256,1428,173743,121,16.160054513386317,0.001,278.14525351000003,,
173874,-119.79623988636753,,,,174000,,10.521625293039643,0.001,,111.5,262.72902514338494
173986,-119.99034486498151,122.97,1260,1432,174207,121,10.720854195100921,0.001,277.6544569899999,,
174491,-119.45894470214844,123.19,1264,1435,174731,121,14.226741352677346,0.001,278.57222815,,
174765,-120.24692281087239,,,,175000,,7.892408716051202,0.001,,133.1,322.09085615873335
175058,-119.74234566321739,123.69,1268,1440,175278,121,10.869620391955742,0.001,280.23523912,,
175568,-119.21512444814046,123.81,1272,1443,175803,121,15.902966621038797,0.001,280.62205604,,
175859,-119.56689651291092,,,,176000,,11.819323921203614,0.001,,148.1,328.6436642110348
176142,-119.78070437908173,124.46,1276,1448,176383,121,19.418644526973367,0.001,282.18038297,,
176656,-120.42791630671574,124.38,1280,1451,176877,121,9.916343824807988,0.001,282.06520931999995,,
176895,-119.52507203200767,,,,177000,,14.161322786257816,0.001,,144.3,321.8262559890747
177164,-119.02590637207031,124.32,1284,1456,177385,121,8.735578359676008,0.001,282.03170658,,
177651,-119.51172108804026,123.93,1288,1459,177880,121,9.033066856384277,0.001,281.67160550999995,,
177781,-119.27515470064603,,,,178000,,11.213615752183474,0.001,,123.8,283.54820346236227
178155,-119.72339937763829,123.89,1292,1464,178378,121,15.059999546697062,0.001,281.73889098999996,,
178659,-119.5134148136262,123.77,1296,1467,178880,121,10.812479785919189,0.001,281.73681389999996,,
178781,-119.2095579553823,,,,179000,,10.365611735914575,0.001,,135.1,300.11013463139534
179196,-119.21894202433842,124.13,1300,1472,179440,121,10.307704441936304,0.001,282.20499274,,
179766,-119.01578654413638,,,,180000,,9.362288561180561,0.001,,140.5,297.7779633939266
,,124.48,1304,1477,180004,121,,,282.5703062,,
180377,-119.21025366532176,125.62,1308,1482,180618,121,15.205863268751846,0.001,283.76844558000005,,
180822,-120.17971958526194,,,,181000,,9.901175884542795,0.001,,140.8,303.99663909077645
180961,-119.444610816845,126.44,1312,1487,181205,121,15.226544568864561,0.001,284.69351287999996,,
181507,-120.3863138141054,126.81,1316,1491,181745,121,7.253029766835664,0.001,284.97930468000004,,
181804,-119.57687319984919,,,,182000,,16.002313018599644,0.001,,148.4,310.2575264275074
182094,-120.47410755426111,127.77,1320,1497,182336,121,10.659131705338227,0.001,286.41119399,,
182679,-120.1204263305664,128.55,1324,1501,182917,121,12.103618871297268,0.001,287.26629345,,
182818,-120.10916006905693,,,,183000,,11.03531241245407,0.001,,170.4,386.88020753860474
183290,-120.6954957045518,129.9,1328,1507,183541,121,16.33054585472431,0.001,289.80920832000004,,
183757,-120.15575299944196,,,,184000,,15.377232778456904,0.001,,154.1,318.3447284579277
183914,-120.8954686997812,131.64,1332,1513,184167,121,13.800239274456242,0.001,292.39825394,,
184531,-120.40046498616536,133.13,1336,1517,184781,121,7.951471543469966,0.001,294.91921083,,
184840,-120.69858473765699,,,,185000,,14.778358792202383,0.001,,178.5,347.66274307966233
185174,-120.51801290010151,135.47,1340,1523,185453,121,12.506588275858897,0.001,298.56241043,,
185849,-120.75769297281902,,,,186000,,12.68166725224462,0.001,,182.5,358.15482556819916
,,137.12,1344,1529,186104,121,,,300.57508386999996,,
186492,-120.90261357947242,139.28,1348,1534,186755,121,11.457882070088688,0.001,303.84984228,,
186800,-121.93064498901367,,,,187000,,10.67818901191155,0.001,,143.2,305.1198407828808
187079,-121.3862747647869,140.38,1352,1539,187332,121,9.899649789084249,0.001,305.1536493,,
187682,-122.08480463027954,141.94,1356,1543,187937,121,9.257005803989914,0.001,307.39976478999995,,
187838,-122.61174021011743,,,,188000,,14.979346822469662,0.001,,166.4,335.97667467594147
188292,-122.7123566829797,143.31,1360,1549,188538,121,13.15784383912123,0.001,308.94259529,,
188809,-123.17820386744258,,,,189000,,11.952982235837865,0.001,,156.4,325.8480858147144
188959,-123.57353708902995,145.18,1364,1555,189249,121,12.944769608179728,0.001,310.44902854,,
189584,-124.39762657276098,145.61,1368,1559,189839,121,8.978814018809278,0.001,309.82469412,,
189740,-124.58969390086638,,,,190000,,17.398686037613796,0.001,,164.0,376.1137397170067
190203,-124.31990180077491,146.34,1372,1565,190437,121,12.082800464476309,0.001,311.97166424999995,,
190758,-125.54818532164667,146.04,1376,1569,190987,121,9.854253450184004,0.001,311.94213951,,
190888,-124.72191772460937,,,,191000,,15.633365625601549,0.001,,138.9,352.8943172454834
191317,-124.72153029570708,146.75,1380,1574,191552,121,17.51094761893556,0.001,314.96664304,,
191847,-125.13965120177338,,,,192000,,13.983594086530397,0.001,,141.6,343.8248220443726
,,147.12,1384,1579,192097,121,,,316.7848958,,
192480,-125.22867708427961,148.87,1388,1583,192767,121,22.735709950674412,0.001,321.72719897999997,,
192805,-125.46135240442612,,,,193000,,15.10010565371409,0.001,,166.9,417.35321155786517
193106,-125.56158306415264,149.78,1392,1590,193356,121,8.867770235355083,0.001,324.39380832999996,,
193716,-125.82521963119507,,,,194000,,25.437903895318133,0.001,,180.2,447.2795899927616
,,152.28,1396,1596,194108,121,,,332.04853313,,
194452,-125.64989209856306,152.46,1400,1600,194686,121,11.032938647270203,0.001,333.79817390000005,,
194895,-126.52954821519448,,,,195000,,15.560379040073341,0.001,,137.6,317.2607183814049
195031,-125.83741603178136,152.99,1404,1605,195303,121,14.205059705411687,0.001,336.62661629,,
195842,-126.62206328148936,,,,196000,,11.338683712071386,0.001,,245.4,668.7481230795383
,,155.49,1408,1613,196167,121,,,347.39248696999994,,
196530,-126.69493794759114,155.7,1412,1617,196775,121,9.04294956445694,0.001,348.5624443599999,,
196838,-126.49341978850188,,,,197000,,19.91378284972391,0.001,,156.1,397.8214815914631
197127,-126.8856695265997,156.21,1416,1623,197366,121,23.012347408703395,0.001,351.96528931999995,,
197658,-126.7614782364642,155.63,1420,1626,197899,121,9.532034766575523,0.001,352.29243536999985,,
197800,-126.53965748531718,,,,198000,,11.152681295300873,0.001,,152.5,409.83011543750763
198228,-127.12826059825385,155.39,1424,1631,198456,121,17.681271655218943,0.001,354.96427279000005,,
198746,-127.71673720630247,154.13,1428,1634,198954,121,12.094207872205706,0.001,354.49870397,,
198855,-127.85762405395508,,,,199000,,11.464585582050708,0.001,,167.6,347.2152054381557
199225,-127.61738689875199,152.72,1432,1639,199439,121,7.47815394601902,0.001,354.19564063999997,,
199700,-128.73886811733246,151.38,1436,1642,199919,121,20.51412414941262,0.001,353.96832730999995,,
199820,-128.43299357096353,,,,200000,,16.643474119901658,0.001,,123.6,322.9423317015171
